textID,text,sentiment,index
5b7fa1a7e0,Art History Quiz...  I didn`t study,neutral,art history quiz study
f72f91f537, is that it`s welsh name?,neutral,welsh name
504b3f4d66, it`s just one day... do a week of 60hrs to compensate,neutral,one day week hrs compensate
f706b31629, husband is golfing & the Toddler and I shall frolic. Am I the consummate mama in that Im so happy with my day?,neutral,husband golfing toddler shall frolic consummate mama happy day
46c3d8aa55, yay Happy Mothers Day to me  Screw burnt breakfast in bed I`ll take some E.  (erniehalter live > http://ustre.am/2VkO),positive,yay happy mothers day screw burnt breakfast bed take erniehalter live http ustre vko
49e457b58b,LOVING the hot weather forecast for the rest of the week!!!!  Summer is almost heeeeere,positive,loving hot weather forecast rest week summer almost heeeeere
fbfcbbfeb6, yaaaaaay i get to see you too   looking forward to cupcakes and fun.,positive,yaaaaaay get see looking forward cupcakes fun
e4bf91468f,"_xox  Oh god, everyone`s dying.  But it`s mainly justin depressing me",negative,xox god everyone dying mainly justin depressing
8602a4b995, http://bit.ly/13f5m0  You are not alone in your disbelief but I am quite happy with evolution. It beats the alternatives posited,neutral,http bit alone disbelief quite happy evolution beats alternatives posited
5d7b292cc8, haha you have a better life than most. we should go get drinks again soon. jury duty has been boring,neutral,haha better life get drinks soon jury duty boring
8ea6edf6c7," i know, and we gotta wait until earl 2010, i think or very late 2009! its just wrong",negative,know gotta wait earl think late wrong
b3047d288a,Moment over.... fly now in car,neutral,moment fly car
d88ca29383,_watkins Oh my gosh ian i always miss you when your on,negative,watkins gosh ian always miss
ff698decc9,Good morning! I`m just woke up it`s Mother`s Day,positive,good morning woke mother day
411a54feb1,painting my nails green in an attempt to look like an army person. annoyed that everyone seems to tan apart from me! freckles and sunburn,negative,painting nails green attempt look like army person annoyed everyone seems tan apart freckles sunburn
8df1edcdd3,"GoodMorning. My Father`s going balistic, and I`d say more but I`d rather not get beat, so Have a Good Day, and please text me",neutral,goodmorning father going balistic say rather get beat good day please text
6865f38967,SUPER BUENO FTW!!! I am so proud of you guys.,positive,super bueno ftw proud guys
d032abe7e7,#fieldnotes I ordered some on the 8th and they still haven`t arrived. 3 weeks and still no books,negative,fieldnotes ordered still arrived weeks still books
f0d4626bab,watching Jon & Kate plus 8..can`t believe they`re divorcing,negative,watching jon kate plus believe divorcing
6e40085b81,"I work for a man that is so bad at his job that the whole team want to leave, and all believe we would make more money if he wasn`t here",negative,work man bad job whole team want leave believe would make money
2de05df74d, oh I am so sure they do get everything. They live their like celebrities,positive,sure get everything live like celebrities
e0e445b22d,I know I have lots of emails to answer! I will be home tomorrow,neutral,know lots emails answer home tomorrow
ab4a849f72,"My poor wife.  I`m laid up for another 6 hours on doctors orders, then can`t do much and she is dealing with screaming baby",negative,poor wife laid another hours doctors orders much dealing screaming baby
3aa7b273df, There is good cholesterol. There are no good tumors.,neutral,good cholesterol good tumors
72bb9e7002," that was such a tease!  I cant wait til Sunday!!  but then after that, nothing until November   oh well, i can wait!",neutral,tease cant wait til sunday nothing november well wait
36ccb43335,"Loaded up box of recyle stuff for Salvation Army,but took  corner too fast..everything is all over the back.Might have to recycle to dump",neutral,loaded box recyle stuff salvation army took corner fast everything back might recycle dump
b1fa0f82ee,gotta love how im waking home at midnite. dangggg pray for mr. im so jumpy,positive,gotta love waking home midnite dangggg pray jumpy
94537563a1,looks like the eprocurement e-mail address from office mate is blacklisted by IT here.. asking them to whitelist now.,negative,looks like eprocurement mail address office mate blacklisted asking whitelist
6ac418d516,Well can ya please send some luvin to    im sensing deep fiery anger surrounding his presence right now...,positive,well please send luvin sensing deep fiery anger surrounding presence right
1fbbaaf55a,Just got home from a work.. and not looking forward to it tomorrow morning! Oh and tomorrow night! Great,positive,got home work looking forward tomorrow morning tomorrow night great
8aed647dce, :: I know the feeling  Its a little depressing :S,negative,know feeling little depressing
accefe0040,Feeling like Romeo and Juliet with Bryant and Wallinwood as the Montagues and Capulets...   #fb,neutral,feeling like romeo juliet bryant wallinwood montagues capulets
c88248431f,_Schulz lucky u;-) no park for me  maybe for a short period ... i really have some stuff to be done untill Wed ...,positive,schulz lucky park maybe short period really stuff done untill wed
2ab3eaaa46,Sucky day so far hope it gets better,neutral,sucky day far hope gets better
f37af9fd5b, **** you and your hot weather - it`s freezing in Oz at the moment  I miss summer..,negative,hot weather freezing moment miss summer
e8be02c725,I`m glad that I called him cause our relationship is clear now. Just happy to hear his voices eventhough he`s absent from school,positive,glad called cause relationship clear happy hear voices eventhough absent school
75aa5fabca,Uh-Oooh my throat is scratchy,negative,oooh throat scratchy
7e260b1f13,  man i wont be home to co host with you!  xo*blair,negative,man wont home host blair
7b55d6ffc7," Haha, yeah. It was here and there before but now it`s constant",positive,haha yeah constant
5cdb59a9fe,didnt do my devos...  hopefully my day doesnt suck because of it.,positive,didnt devos hopefully day doesnt suck
57c71184d0,....if you see Christoph please tell his lunch was packed this morning and he left it in the fridge,neutral,see christoph please tell lunch packed morning left fridge
009734582e," No! I would like this! Yesterday, I talked with Alyso Stoner xD And Benton sent me a private messae and coment me here!",positive,would like yesterday talked alyso stoner benton sent private messae coment
86a04de3a2, hahaha we just won`t tell him will we?,neutral,hahaha tell
a6ad5df0ca,ughhhhhhhhhhhh  :/,negative,ughhhhhhhhhhhh
d372e59ba9,"I got so much gray hair all of a sudden.  I just ordered me some Garnier Roasted Coffee from drugstore.com, well see how that goes.",neutral,got much gray hair sudden ordered garnier roasted coffee drugstore com well see goes
b4d63a88fa,i dont know what gonna do on my lame fridaay  maybe see me with my besties!!,neutral,dont know gonna lame fridaay maybe see besties
4738b2a583,geez why do u have to be SO obvious?,neutral,geez obvious
19bcc429e1, If I may suggest: http://tr.im/kXkw,neutral,may suggest http kxkw
a15be8b169, lmfaaoooo i just watched the Pink video....you know me to well i love it...soooo me lol,positive,lmfaaoooo watched pink video know well love soooo lol
a27e6d1054," lol - that`s what hubby`s are there for, to think their wives are nuts.",negative,lol hubby think wives nuts
609bf831e2,apparently even Novell Moonlight doesn`t work on my Jaunty,negative,apparently even novell moonlight work jaunty
24f443230e,people with mustaches get super powers and mustaches. no fair.,negative,people mustaches get super powers mustaches fair
f016774208,Got three shots today.   I can`t lift my arms...,neutral,got three shots today lift arms
cda9ab9282,"just woke up, I`m starving",neutral,woke starving
8fd0a37acb,"For some reason, Corona Light tastes so much better when I am with you than it does when I am alone.   http://twitpic.com/67wa0",positive,reason corona light tastes much better alone http twitpic com
b11272b594, Let the Right One In? Aparently Drag Me to Hell also has some horrible cat nastiness,neutral,let right one aparently drag hell also horrible cat nastiness
841d197311,Happy Mothers Day! ..ok..seriously..good night,positive,happy mothers day seriously good night
82f88a3667,Trying to recover photos after a problem between Windows and my XD card. Result: shots are all half visible  **** Microsoft...,negative,trying recover photos problem windows card result shots half visible microsoft
b3441e489c," Well, there is THAT...",neutral,well
cc4a151d1d,"ÃÂ¯ÃÂ¿ÃÂ½anisalovesu me too. I am so so upset,especially because i fear i won`t get a Jared hug tomorrow",neutral,â½anisalovesu upset especially fear get jared hug tomorrow
7f6299624f," Wish I could listen but because I`m from Canada, the website won`t let me!",negative,wish could listen canada website let
56e16709a4,_**** not as yet... i would just like to know if its okay for your mum before ask my mumm  hopefuly there gonna tell us soon!!!,positive,yet would like know okay mum ask mumm hopefuly gonna tell soon
6d392e7d08,  I guess you are not interested !!,negative,guess interested
16548b81c2,The sun is out here in Melbourne! Happy Mothers Day to all the mums out there,positive,sun melbourne happy mothers day mums
4bf1967791," I don`t know what that means, sorry",negative,know means sorry
dc1a833e52, saw you walking back from starbucks. I was in the orange beetle,neutral,saw walking back starbucks orange beetle
154f78f7ab, LOL yea I know! I`m almost done with my semester this week  yay!!,neutral,lol yea know almost done semester week yay
1f14f8f9f8,just got back from my grandparents suprise 60th anniversary party...it was sooooo much fun!!!,positive,got back grandparents suprise anniversary party sooooo much fun
fb6a0f33bb,Its too early,neutral,early
360b82ca82,i wish my blog was working properly - i have a great #followfriday blog post i wanted to showcase!,positive,wish blog working properly great followfriday blog post wanted showcase
0034cbc1c3," mmmm it all sounds tasty. i had some spiced rum earlier, yummmmmyyyy also herbs are always good although better when shared",positive,mmmm sounds tasty spiced rum earlier yummmmmyyyy also herbs always good although better shared
83c53b5fb9,oh no. opera 10 is not google friendly  *weeps*,negative,opera google friendly weeps
55276d9a72,"Well, another family was chosen for the child we interviewed for  back to looking for another kid",neutral,well another family chosen child interviewed back looking another kid
cc74409945,Hates bleech!! Messed up my black outfit,negative,hates bleech messed black outfit
04ed4760c0,"I spent my whole dream cooking a delicious meal, but I woke up before I got to try it",neutral,spent whole dream cooking delicious meal woke got try
32a3de062d,The ship has landed.,neutral,ship landed
b232255ef5,Kyle can make fart noises with his armpit,neutral,kyle make fart noises armpit
cf59390a61,hope schools gonna be good tomorrow,positive,hope schools gonna good tomorrow
6ffce3b32e,watching the movie 1984 for my book report  im lazy to read,neutral,watching movie book report lazy read
e651a2a287,is going to see wolverine and is a lil bit excited,positive,going see wolverine lil bit excited
8c5bb48dcd,I feel like **** cause I couldnt sleep last night and went to sleep at 320 n bk up at 6  soooo tired!!!,negative,feel like cause couldnt sleep last night went sleep soooo tired
e27e0e5453, bet sexy; i added u on myspace!,neutral,bet sexy added myspace
7c25a30b87,i just dyed my hair,neutral,dyed hair
5fa8384ec4,i mean monday take the test monday!!!! please o please !,neutral,mean monday take test monday please please
8b8f51c9f8,I need a blackberry,negative,need blackberry
2977740144,Found my book. Starting a real paper-bound journal tonight. Have an annoying zit above my lip. Makes me look like I have herpes,negative,found book starting real paper bound journal tonight annoying zit lip makes look like herpes
e24582a55d, fantastic day in the AZ sun,positive,fantastic day sun
c2b7748b86, I like mine green  Just somehow doesn`t taste minty otherwise .. heh heh.,neutral,like mine green somehow taste minty otherwise heh heh
fd53aa272c,scratchy scratchy throat. warm fluids needed,negative,scratchy scratchy throat warm fluids needed
92a3fdbf42,  o sweet i saw him last year with kenny & sugarland will be with kenny this year.. i have seen them b4... love them.. gknight,positive,sweet saw last year kenny sugarland kenny year seen love gknight
f20fecf55e, i got followed by one that says she doesn`t talk to 'god people'-i wonder if she talks to 'goddess people?',neutral,got followed one says talk god people wonder talks goddess people
6b78e2821a,"would like june the nineteenth to hurry it self up, as she is waiting very impatiently to see wes carr",negative,would like june nineteenth hurry self waiting impatiently see wes carr
2faeedf48c,"Sometimes I hate myself, but that`s normal so I don`t worry bout it",neutral,sometimes hate normal worry bout
623c380ff0,_Crow Morning!,neutral,crow morning
54b5b970f4, You`re very welcome,positive,welcome
5047df4e16, thanks,positive,thanks
69267cdc12,Is with our dog at the doggy park!,neutral,dog doggy park
3bfa1312fb,*yaaaawwwwnnnn* thx to bank holiday... let`s see what today has prepared for us...,positive,yaaaawwwwnnnn thx bank holiday let see today prepared
80a97f2da4," lol thanx, me too!",positive,lol thanx
855dc31191, if you`ve ever seen the way  uses his browser he probably has like 5 copies of it running.   http://bit.ly/1doEEj,neutral,ever seen way uses browser probably like copies running http bit doeej
f1d7662793,Trying to go to sleep but no luck  I think i`m sick... =S,negative,trying sleep luck think sick
4df0e90663,im hungry.due to last night`s dinner..or lack there of.. someone take care of me,neutral,hungry due last night dinner lack someone take care
50f8337cdf,_654  it`s this damp weather...,negative,damp weather
6447eff366,i cba with it now   ohwell might play another innabit,neutral,cba ohwell might play another innabit
221bb3ba93,This is cool  http://yfrog.com/097dfj,positive,cool http yfrog com dfj
fd0e1afe7b,New work wellness challenge not going well.  I committed to not check email between 10 pm and 6 am.  Failed on first day.  Twice,negative,new work wellness challenge going well committed check email failed first day twice
f1c20600a1,"Good morning tweeps! Monday got here way too soon! Hope you are having a good one, at least as good as it can get for a Monday",positive,good morning tweeps monday got way soon hope good one least good get monday
7e6bcdb2e2,"Whew. Finally done editing my Friendster account. Haha! Oh, geez. I`m hungry.",negative,whew finally done editing friendster account haha geez hungry
4130245871,_Aries Me and that person have something in common then! LOL jk....,neutral,aries person something common lol
6695713aa0, If you`re flying to NZ www.hot.co.nz is a great way to get results in aggregate.,positive,flying www hot great way get results aggregate
6a7d4dbb87,Toast in the morning,neutral,toast morning
428802d196, that really sucks I feel bad for you at least I woke up at eight.,negative,really sucks feel bad least woke eight
49f90ab02a,[ I`m not sure what you mean by 'blowin this joint'?? '] rb lol lol good one......  ? http://blip.fm/~5z2zo,positive,sure mean blowin joint lol lol good one http blip
8a51887698, Haha...ooh it was gorgeous wasn`****!! And a whole weekend more to follow!! Ouch...i had blisters from my shoes yesterday,neutral,haha ooh gorgeous whole weekend follow ouch blisters shoes yesterday
ee7b8ccfe0,"Played some Mythic Brawl in order to get a good screenshot. Instead, I got a Perfection!",positive,played mythic brawl order get good screenshot instead got perfection
f1528ee87b, I wanna go but my car not here...,neutral,wanna car
f03e4a86e1,I find this tune to be very sexy. Smooth... have a lovely day  ? http://blip.fm/~5yzb6,positive,find tune sexy smooth lovely day http blip yzb
a182b2638e, Thank a yoou  how are you? #TwitterTakeover,positive,thank yoou twittertakeover
cdc54f3006,Band work. I need my own laptop!  buy me one Ill drive your shifts forever!,neutral,band work need laptop buy one ill drive shifts forever
3263423ce3, thanx 4 thee follow,positive,thanx thee follow
f33da9533a,"'suprised' mom with a cake and a present, because it`s mother`s day!  dad had bought flowers. : >",positive,suprised mom cake present mother day dad bought flowers
5443d1e61e, Your Highness...........................crystalmarieDONTluvSpiteAnymore,neutral,highness crystalmariedontluvspiteanymore
f9a1acf6b3,"Thanks to all the people who added me on Skype  If you want to add me, my name is same as my twitter name, and my YT name, and Blogtv, etc",positive,thanks people added skype want add name twitter name name blogtv etc
1fcf0b3693, wasssup cocoliciousness!!! I knew u didn`t recognize me!  how`s ur daughter?,neutral,wasssup cocoliciousness knew recognize daughter
7841b9fac0,my 21month daughter`s seperation anxiety is intense. it`s killing me. i cant leave her sight without her breaking into an anxiety attack,negative,month daughter seperation anxiety intense killing cant leave sight without breaking anxiety attack
1943a08c94, I forgot about it and I already ate lunch  so I guess I`m not going.,neutral,forgot already ate lunch guess going
78c6dea151,  Yeah I know what you mwan.,neutral,yeah know mwan
17c748e8be, gmail,neutral,gmail
6b04f2321a," FML dad didnt leave me any moneyz, so i have 2 wait till he gets home   call me when you finish work?",neutral,fml dad didnt leave moneyz wait till gets home call finish work
d4ec3764be,but  Humira isn`t right for everyone. Some respond better to Enbrel. Ask your Rheumy. But not much long-term testing done,neutral,humira right everyone respond better enbrel ask rheumy much long term testing done
60be267f1c, Nothing yet,neutral,nothing yet
70237730b5,Officially out of my apt  Learned some stuff about the crazy neighbors that used to live across the hall....scary!,negative,officially apt learned stuff crazy neighbors used live across hall scary
5ac02ec497,_c ive sorted it now operating system and all apps are on a seperate 60gb drive,positive,ive sorted operating system apps seperate drive
4a336e5390, then he has gone down in my estimation,neutral,gone estimation
9d4923ef46,"oh, not just his IMs, but also from all my friends who IM me! This really sucks, I am always not around!",negative,ims also friends really sucks always around
266a175c94," Dude, I miss the 90`s.   btw, the name of my mix is 'Damn the man! Save the 90`s!' hahaha",negative,dude miss btw name mix damn man save hahaha
770c7872ee, what a **** shame all that body to waste,negative,shame body waste
8700b7c408,Off for a loooong weekend of inlawing...  ... ...,neutral,loooong weekend inlawing
fc373145f8, Didn`t realize you were that young! Advanced Happy Birthday Stefan. MTFBWY... Always!,positive,realize young advanced happy birthday stefan mtfbwy always
c8e44ba4ed,"Sitting watching britain`s got f all talent, but have watched a small girl cry and it`s sad",negative,sitting watching britain got talent watched small girl cry sad
ffce24e081, Oh No! Oprah jumped in front again,negative,oprah jumped front
755e26b1b0, Sleeping in for me is sleeping until 8am  But you know I have 3 kids ....,neutral,sleeping sleeping know kids
22e55199bd,It`s cause you give me a reason to assume.  - http://tweet.sg,neutral,cause give reason assume http tweet
f5d996191d,  Thank you so much. That was so nice of you and I was happy to hear you voice  You`ve really started something Good!! xo,positive,thank much nice happy hear voice really started something good
e332f80a53,Moment of truth!! Im nervous for her!,neutral,moment truth nervous
a1ca634afc, 1000 = make sure it has the word poo or balls in it  Underbelly DOES suck balls... I gave up on it in wk 3.,negative,make sure word poo balls underbelly suck balls gave
a35edb35b9, ooh good then  Thank you for the heads up bro,positive,ooh good thank heads bro
5156e1f9c9, I agree with _Crazy it`s not worth it - block them & let Twitter police know about harrassment.,negative,agree crazy worth block let twitter police know harrassment
9d5407420e,Needs a job BADLY!!!,negative,needs job badly
0654536ed4, Wow  That had to be difficult,negative,wow difficult
0b46134123,i think that studying has really started taking its toll..,negative,think studying really started taking toll
5c1e9ac72e, i did a couple hours ago...ive got sun burn and its really uncomfortable,negative,couple hours ago ive got sun burn really uncomfortable
900a88bb34,Missing my baby ducks,negative,missing baby ducks
2c0b9f2a3d,Hours of refusal upon realisation that tomorrow`s #Morrissey gig at Brixton is postponed.   Only been looking fwd to that for 6 monthsish,neutral,hours refusal upon realisation tomorrow morrissey gig brixton postponed looking fwd monthsish
a321b0596d,I hate the dryer.,negative,hate dryer
1307397601,_Lambert Fans from outside the US wish they could vote for Adam too!,neutral,lambert fans outside wish could vote adam
8b3af9531f,is slowly gettin more followers  vry slowly,neutral,slowly gettin followers vry slowly
73e592eef0,I REALLY  should have gone to the Chiropractor this week . . And today  my neck hurts so bad,negative,really gone chiropractor week today neck hurts bad
978068a4d7,watching supernatural  those boys can hunt me any day <3 haha,neutral,watching supernatural boys hunt day haha
7f239881da,"Very excited about camp, loads of people aren`t but I am thrilled about that fact we get to sleep in tents and roll around in mud",positive,excited camp loads people thrilled fact get sleep tents roll around mud
cd3dc4adf6,I was gonna get off at 230 2day. Just found out I`m stayin til 630,negative,gonna get day found stayin til
86029ff813,"Yep, one of those nights again.",neutral,yep one nights
236d5acf70,even though everyone wanted to do a newish song and our teacher agreed :S old grumpy doesn`t like us happy  haha,negative,even though everyone wanted newish song teacher agreed old grumpy like happy haha
10b5f7786a," I wish I was! well, for the past hour I have been. But before that I was in bed. Proper migraine!",negative,wish well past hour bed proper migraine
3da1b1c356,"now, 3 teardrops.",neutral,teardrops
c390bbe5c9,"The time in Germany went by too fast, only 2 days left   Hopefully I will move here soon.",positive,time germany went fast days left hopefully move soon
8911f77bb8,I`m trying to tag myself on  picture on facebook but it already has 50 tags.  lol,neutral,trying tag picture facebook already tags lol
8badd1851a,"Done... with the #run : 14.5km / 1h33mn / 153bpm . Feeling great, no fatigue... and no speed",positive,done run bpm feeling great fatigue speed
85cc3caf4f,Rewarding myself with dinner at American Dream pizza on the rooftop terrace. Perfection  got 7 pages done on the prospectus!!,positive,rewarding dinner american dream pizza rooftop terrace perfection got pages done prospectus
e919052025,i seriously neeed to study,positive,seriously neeed study
04f60a9213,Wish I could go hear Mint Condition tommorow night,positive,wish could hear mint condition tommorow night
a4983dca1a,Feeling good about our win! Its nice being softball champs  bring on the season!,positive,feeling good win nice softball champs bring season
6774ef79d9,Good morning! Driving to work,positive,good morning driving work
9f2ad821ce,had a great time at six flags yesterday.. its summer   my friend spent the night last night and just left so now i`m bored..,neutral,great time six flags yesterday summer friend spent night last night left bored
c5bb827543,Wow I really need to have fun tonight now,positive,wow really need fun tonight
f4974147c2,found out that no one he knows is using Twitter.,neutral,found one knows using twitter
688e58880b, me and dee mack talking about your baby!  She`s almost all grown up!,positive,dee mack talking baby almost grown
6f35e8d6e0,It`s soupy-soup time. Today: Heinz Cream of Chicken and Mushroom - yum! bbl,neutral,soupy soup time today heinz cream chicken mushroom yum bbl
2a8024e414, boo you didnt answer my text,neutral,boo didnt answer text
064202f744,Where are my peeps? And my boyfriend? In Miami,neutral,peeps boyfriend miami
35422c15e7,leaving now  off to get my angry teethed pulled....,negative,leaving get angry teethed pulled
d9e8233cc9,_pearlman  mow love mow,positive,pearlman mow love mow
9d0a42adf4,with harry.. baked. love you cassie.. BUT YOU`RE NOT ONLINE!?,positive,harry baked love cassie online
f9915f381d, dude... i tried the vegetarian thing and i lasted about 2 months... good luck!!! going vegan is intense!!! good move though.,positive,dude tried vegetarian thing lasted months good luck going vegan intense good move though
bc237ce820, so true   sad to say.  I`m glad you`ll be with me to be my support group ;),neutral,true sad say glad support group
cfa474e4f6,I`m going to miss Miss Suhana,negative,going miss miss suhana
af841b1be4, I need to go shopping with you...but I need to save my money,neutral,need shopping need save money
6b13a4751a,you always seem to know exactly the right thing to say. thanks.  - http://ilikeucoz.com/m/1123 #youregreat,positive,always seem know exactly right thing say thanks http ilikeucoz com youregreat
fb29b092d3,Saturday Night Live in 3 minutes  Jimmy should still be on it.,neutral,saturday night live minutes jimmy still
08a5e90bc7, make sure you call yur mother & tell her how much you love her. Tell her I love her for bringin you into the world.,positive,make sure call yur mother tell much love tell love bringin world
a1ee6e27ae,#twpp ..still nw in trending topics..,neutral,twpp still trending topics
9311254c62,recorded some of a new song today! u wont hear it for a long time thooo... we might play it at shows tho! so comeeeeee,neutral,recorded new song today wont hear long time thooo might play shows tho comeeeeee
2d65ec4f12," ew, i used to get 'suicides' in mid. school and mix like 5 sodas together. then drink it. i think i remember enjoying it, too.",positive,used get suicides mid school mix like sodas together drink think remember enjoying
34356c8e4e, Have fun at the show tonight... wish I could be there,positive,fun show tonight wish could
58351086b6," Just go near a hive, they`ll tame you!",negative,near hive tame
879462f251, I KNOW! I love Nicholas Braun & I think he`ll make an okay Cameron but I don`t wanna see it either,positive,know love nicholas braun think make okay cameron wanna see either
beebadac85,"  and Em, my baby, starts kindergarten.  What a crazy summer it`s going to be.",positive,baby starts kindergarten crazy summer going
38e76e723c, lucky! I can`t see it tonight....,neutral,lucky see tonight
bff3d9b8f0,_emily  i wish i was there to hear that!,neutral,emily wish hear
e28b4c4fb7, my three most hated words are 'see you monday',negative,three hated words see monday
e5990de03f, I hope it`ll go by as quickly as possible.,positive,hope quickly possible
40cf9705ac,It`s a sad day for beer drinking movie goers. The Speakeasy theaters are no more,negative,sad day beer drinking movie goers speakeasy theaters
15a32538cf,I am in so much pain I really don`t feel too good. Couldn`t eat my dinner,negative,much pain really feel good eat dinner
1871cab8f0, You`re right....I`m 29 and  I`ve heard the song a time or two,positive,right heard song time two
a74145ab64,home after spending a day catching up with my old pals,neutral,home spending day catching old pals
e92751610f,   People are cruel sometimes.  I can`t imagine being a Star.,negative,people cruel sometimes imagine star
cdecbcc985, - whoa. 'sack chasing whores' ? that is soo out of character for you to say that...  bring back my sweet Superman,neutral,whoa sack chasing whores soo character say bring back sweet superman
825f9780d9," logically, yes. i just have to find one though. always seem to see them beside motorways when you cant stop",neutral,logically yes find one though always seem see beside motorways cant stop
dd9d766857,Sick at home and so bored  I want to get better already so I can enjoy being a college grad!,negative,sick home bored want get better already enjoy college grad
52ce8dd1ee," Philippines tour, please? Please? Please?",neutral,philippines tour please please please
16e8dd810a,symphonic I,neutral,symphonic
14887799a0, ahh! Yay!  so you`re gonna get it?,positive,ahh yay gonna get
5da260ac5f,"Too much food at today`s company gill out, want to go home and lay in the sun. Instead here until dark, probably",neutral,much food today company gill want home lay sun instead dark probably
9b95aa128e, awww! i didnt see this till now and edwin just left! i knew you wanted some! forsure tomorrow i`ll make u a new batch!,neutral,awww didnt see till edwin left knew wanted forsure tomorrow make new batch
b7e6d162e8,kinda has a headache...,negative,kinda headache
b82c25fa5e, awe...Thank you Jon!,positive,awe thank jon
002210304b, I`d Love to work with you! http://myspace.com/inikco  Tell ur friends to follow me!,positive,love work http myspace com inikco tell friends follow
9c115b6fac,"todays line up: more work on OS bluetooth app, a brief stint with Uniservity and if I get time some CS4 tutorials... busy bank holiday",neutral,todays line work bluetooth app brief stint uniservity get time tutorials busy bank holiday
7dc906d5a1,"Omg, watching Hollie Steel`s crying is so so painful  #bgt",negative,omg watching hollie steel crying painful bgt
a9a5a87e15,Made coffee cake for her mom,neutral,made coffee cake mom
5591081c25, That sucks about your prints. Sorry,negative,sucks prints sorry
228bb131e5,"Its so sunny outside, and I have no one to go out and play with",neutral,sunny outside one play
ebceac553d,Achieving a new appreciation on how a xml build script can really be painful and cumbersome,neutral,achieving new appreciation xml build script really painful cumbersome
e4eb2f9f2d,Finished up cleaning my desk at least. . . office is looking empty. . .almost time to be in the car for 1 1/2!  #fb,neutral,finished cleaning desk least office looking empty almost time car
fbf5fbf656,Weather sucks!!... It`s raining again!!,negative,weather sucks raining
d9dcae5eed,work soonnnnnn  it`s looking rly dead today...,negative,work soonnnnnn looking rly dead today
458f9dd8bb,Today is my first Mothers Day with my little boy. Hope you`re having a beautiful Mothers Day too,positive,today first mothers day little boy hope beautiful mothers day
7c07e5d4a3, DUDE.  You`re a hax0r!!!1!  You should put Final Cut Pro on there and tell me how stable it is,neutral,dude hax put final cut pro tell stable
09256ab5f3, i know my mom is going up there monday with me to get it changed. i`m so upset,negative,know mom going monday get changed upset
917d998d63,Happy morning Sunshine  It`s May 4! I`m driving with the windows down and singing and smiling and not wearing shoes because i`m Kirsten!,positive,happy morning sunshine may driving windows singing smiling wearing shoes kirsten
e4360d50fd,The Vogue model Miss Rachel is out  Merh ...,neutral,vogue model miss rachel merh
17c731a552,"Gotta sleep, and then off to work",neutral,gotta sleep work
d302cf5d8f,trent reznor - liddle beotch doesnt get his way. this could be the title,neutral,trent reznor liddle beotch doesnt get way could title
4e15d840bf, Wow! Some person u are!,positive,wow person
524db2ce6b,I miss my peanut gallery,negative,miss peanut gallery
5f53bc5231,Watching aliens with my boobie at craig rise house 11 early bedtime for the grown ups,neutral,watching aliens boobie craig rise house early bedtime grown ups
d8467800ee, I clicked on the Check out pictures of Angelina and it went to a spam site about ordering checks .. go figure,neutral,clicked check pictures angelina went spam site ordering checks figure
fc76b2e016,"  Blake Sea should have been a water sandbox (a la Cordova), but we can`t rez objects and autoreturn is 5 mins",neutral,blake sea water sandbox cordova rez objects autoreturn mins
fa5f151155,emily is over tonight XD work experience is over. Jen I`m  going to miss seeing you like everyday,negative,emily tonight work experience jen going miss seeing like everyday
59baf4230b,I feel slightly sick now  #BGT,negative,feel slightly sick bgt
9ca53f2fb2,"Okay, the man with the hook for a hand is kinda freaking me out right now.",negative,okay man hook hand kinda freaking right
f5d11320aa," I miss you too, Mojokins! I go there, but not long enough to comment  Will do more this weekend!",negative,miss mojokins long enough comment weekend
42d2be05e0,Lebron maybe the MVP this year ... but I like the Lakers to win the NBA Title,positive,lebron maybe mvp year like lakers win nba title
3ddea5d46c," Can`t really do anything about that, now can I?",neutral,really anything
13cb60cfc5," Sigh. It is a sad, lonely profession.",negative,sigh sad lonely profession
42fd06c66b, congrats! You`re the first person i`ve heard/read say that today,positive,congrats first person heard read say today
a948d1231e, Cherry Italian Ice is my fave. I want to get the local Ritas on Twitter so they`ll send out the daily flavors.,positive,cherry italian ice fave want get local ritas twitter send daily flavors
53f12f16ca, very cute kitty,positive,cute kitty
5226cea4ee,Heyya guys! does anyone know how to give formulas to create a sudoku? Please help,neutral,heyya guys anyone know give formulas create sudoku please help
4f45d9a670," It`s pretty good, actually! A few lame episodes, but otherwise good. Give it a try!",neutral,pretty good actually lame episodes otherwise good give try
09cac4f4cb,watchin family guy,neutral,watchin family guy
d16a599d1d, oh no fair.... thats in 9 hours,negative,fair thats hours
302180e45c," anytime love..you looked beautiful! Next time your in nyc, hopefully we can link up! Enjoy your evening",positive,anytime love looked beautiful next time nyc hopefully link enjoy evening
7a50920dd7,just made a cake for mi madre  i`m goooooddd!,positive,made cake madre goooooddd
34348ceafd, I am!  going on a hike today!,neutral,going hike today
8649a6c62c,"  Can we turn back time, make it so you didn`t hurt your knee so bad.. :`( and then you can come to mine and never be ignored??",neutral,turn back time make hurt knee bad come mine never ignored
c962059cfb,I should go shower but FFAF is **** distraaaaacting,negative,shower ffaf distraaaaacting
a6e423e6ea,im cleaning listening to fiona apple then off to a birthday party!!!!!! i cant believe that im 25 already,neutral,cleaning listening fiona apple birthday party cant believe already
